fips,state_name,state_abbr,county_name,county_abbr,unrealiable_bw,num_low_birthweight_births,num_live_births,log_live_births,perc_low_bw,cat_rucc,sociod,rucc1_sociod_eqi_2jan2018_vc,rucc2_sociod_eqi_2jan2018_vc,rucc3_sociod_eqi_2jan2018_vc,rucc4_sociod_eqi_2jan2018_vc,built,rucc1_built_eqi_2jan2018_vc,rucc2_built_eqi_2jan2018_vc,rucc3_built_eqi_2jan2018_vc,rucc4_built_eqi_2jan2018_vc,air,rucc1_air_eqi_2jan2018_vc,rucc2_air_eqi_2jan2018_vc,rucc3_air_eqi_2jan2018_vc,rucc4_air_eqi_2jan2018_vc,land,rucc1_land_eqi_2jan2018_vc,rucc2_land_eqi_2jan2018_vc,rucc3_land_eqi_2jan2018_vc,rucc4_land_eqi_2jan2018_vc,water,rucc1_water_eqi_2jan2018_vc,rucc2_water_eqi_2jan2018_vc,rucc3_water_eqi_2jan2018_vc,rucc4_water_eqi_2jan2018_vc,eqi,rucc1_eqi_2jan2018_vc,rucc2_eqi_2jan2018_vc,rucc3_eqi_2jan2018_vc,rucc4_eqi_2jan2018_vc,sociod_4q,rucc1_sociod_eqi_2jan2018_vc_4,rucc2_sociod_eqi_2jan2018_vc_4,rucc3_sociod_eqi_2jan2018_vc_4,rucc4_sociod_eqi_2jan2018_vc_4,air_4q,rucc1_air_eqi_2jan2018_vc_4,rucc2_air_eqi_2jan2018_vc_4,rucc3_air_eqi_2jan2018_vc_4,rucc4_air_eqi_2jan2018_vc_4,water_4q,rucc1_water_eqi_2jan2018_vc_4,rucc2_water_eqi_2jan2018_vc_4,rucc3_water_eqi_2jan2018_vc_4,rucc4_water_eqi_2jan2018_vc_4,land_4q,rucc1_land_eqi_2jan2018_vc_4,rucc2_land_eqi_2jan2018_vc_4,rucc3_land_eqi_2jan2018_vc_4,rucc4_land_eqi_2jan2018_vc_4,built_4q,rucc1_built_eqi_2jan2018_vc_4,rucc2_built_eqi_2jan2018_vc_4,rucc3_built_eqi_2jan2018_vc_4,rucc4_built_eqi_2jan2018_vc_4,eqi_4q,rucc1_eqi_2jan2018_vc_4,rucc2_eqi_2jan2018_vc_4,rucc3_eqi_2jan2018_vc_4,rucc4_eqi_2jan2018_vc_4,sociod_3q,rucc1_sociod_eqi_2jan2018_vc_3,rucc2_sociod_eqi_2jan2018_vc_3,rucc3_sociod_eqi_2jan2018_vc_3,rucc4_sociod_eqi_2jan2018_vc_3,air_3q,rucc1_air_eqi_2jan2018_vc_3,rucc2_air_eqi_2jan2018_vc_3,rucc3_air_eqi_2jan2018_vc_3,rucc4_air_eqi_2jan2018_vc_3,water_3q,rucc1_water_eqi_2jan2018_vc_3,rucc2_water_eqi_2jan2018_vc_3,rucc3_water_eqi_2jan2018_vc_3,rucc4_water_eqi_2jan2018_vc_3,land_3q,rucc1_land_eqi_2jan2018_vc_3,rucc2_land_eqi_2jan2018_vc_3,rucc3_land_eqi_2jan2018_vc_3,rucc4_land_eqi_2jan2018_vc_3,built_3q,rucc1_built_eqi_2jan2018_vc_3,rucc2_built_eqi_2jan2018_vc_3,rucc3_built_eqi_2jan2018_vc_3,rucc4_built_eqi_2jan2018_vc_3,eqi_3q,rucc1_eqi_2jan2018_vc_3,rucc2_eqi_2jan2018_vc_3,rucc3_eqi_2jan2018_vc_3,rucc4_eqi_2jan2018_vc_3,sociod_5q,rucc1_sociod_eqi_2jan2018_vc_5,rucc2_sociod_eqi_2jan2018_vc_5,rucc3_sociod_eqi_2jan2018_vc_5,rucc4_sociod_eqi_2jan2018_vc_5,air_5q,rucc1_air_eqi_2jan2018_vc_5,rucc2_air_eqi_2jan2018_vc_5,rucc3_air_eqi_2jan2018_vc_5,rucc4_air_eqi_2jan2018_vc_5,water_5q,rucc1_water_eqi_2jan2018_vc_5,rucc2_water_eqi_2jan2018_vc_5,rucc3_water_eqi_2jan2018_vc_5,rucc4_water_eqi_2jan2018_vc_5,land_5q,rucc1_land_eqi_2jan2018_vc_5,rucc2_land_eqi_2jan2018_vc_5,rucc3_land_eqi_2jan2018_vc_5,rucc4_land_eqi_2jan2018_vc_5,built_5q,rucc1_built_eqi_2jan2018_vc_5,rucc2_built_eqi_2jan2018_vc_5,rucc3_built_eqi_2jan2018_vc_5,rucc4_built_eqi_2jan2018_vc_5,eqi_5q,rucc1_eqi_2jan2018_vc_5,rucc2_eqi_2jan2018_vc_5,rucc3_eqi_2jan2018_vc_5,rucc4_eqi_2jan2018_vc_5
12001,Florida,FL,Alachua County,Alachua,NA,1787,20277,9.917242517768464,8.8129407703,1,-1.806495667,-1.197949409,NA,NA,NA,-0.588421643,-1.433995485,NA,NA,NA,1.910254955,1.788287878,NA,NA,NA,0.389227718,0.339396387,NA,NA,NA,-1.425621629,-1.44397521,NA,NA,NA,0.842315853,-1.407497644,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,3,4,NA,NA,NA,2,1,NA,NA,NA,5,1,NA,NA,NA
12003,Florida,FL,Baker County,Baker,NA,237,2635,7.876638460975463,8.9943074004,1,0.519265473,1.132201314,NA,NA,NA,1.169576287,0.980886936,NA,NA,NA,0.215847477,-0.008094208,NA,NA,NA,-1.007799029,-1.071925998,NA,NA,NA,-1.41291678,-1.432164907,NA,NA,NA,0.149781749,1.026091218,NA,NA,NA,3,4,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,4,5,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,3,5,NA,NA,NA
12005,Florida,FL,Bay County,Bay,NA,1314,16006,9.680718930926991,8.2094214669,1,-0.481737554,0.407028645,NA,NA,NA,-0.655665398,-1.152890086,NA,NA,NA,-0.433889598,-0.698937356,NA,NA,NA,-1.503352165,-1.521581292,NA,NA,NA,-1.425731063,-1.44648397,NA,NA,NA,-1.189009666,-0.494188607,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA
12007,Florida,FL,Bradford County,Bradford,NA,251,2384,7.776535028185241,10.52852349,3,0.720943213,NA,NA,0.585656822,NA,0.519906342,NA,NA,0.919688761,NA,-0.051113505,NA,NA,0.010390066,NA,0.058232974,NA,NA,0.004304097,NA,-1.405958414,NA,NA,-1.595407128,NA,-0.096532956,NA,NA,0.897650301,NA,4,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,4,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,5,NA,3,NA,NA,5,NA
12009,Florida,FL,Brevard County,Brevard,NA,2979,37103,10.52145310786002,8.0290003504,1,-1.359099746,-0.493431151,NA,NA,NA,-0.309168369,-1.217885971,NA,NA,NA,-0.286117554,-0.516414464,NA,NA,NA,-0.223531708,-0.19096306,NA,NA,NA,-1.434265137,-1.454065919,NA,NA,NA,-0.476752818,-0.783694208,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA
12011,Florida,FL,Broward County,Broward,NA,14308,153589,11.94203548254793,9.3157713117,1,-1.882106662,-1.143376589,NA,NA,NA,-0.501700342,-1.979213953,NA,NA,NA,-0.066917367,-0.250426203,NA,NA,NA,-0.976644754,-0.947750747,NA,NA,NA,-1.455265522,-1.479310393,NA,NA,NA,-0.584725022,-1.693705559,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA
12013,Florida,FL,Calhoun County,Calhoun,NA,85,1151,7.048386408721883,7.3848827107,3,0.898286998,NA,NA,0.734501362,NA,0.17562148,NA,NA,0.462882817,NA,1.138878107,NA,NA,1.3533324,NA,-0.10436032,NA,NA,-0.141419679,NA,-1.426450133,NA,NA,-1.605598807,NA,0.328056306,NA,NA,1.212947726,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,5,NA,NA,4,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,4,NA,3,NA,NA,5,NA
12015,Florida,FL,Charlotte County,Charlotte,NA,598,7649,8.942330199321866,7.8180154269,1,-0.555764139,0.392926365,NA,NA,NA,-0.130999774,-0.758267283,NA,NA,NA,-0.813253105,-1.095204353,NA,NA,NA,0.119202197,0.187944934,NA,NA,NA,-1.432097554,-1.451424479,NA,NA,NA,-0.697841167,0.057845984,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,2,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA
12017,Florida,FL,Citrus County,Citrus,NA,563,7682,8.94663520890585,7.3288206196,1,-0.005627353,0.829359829,NA,NA,NA,0.30766663,-0.233132005,NA,NA,NA,-0.604079545,-0.856360257,NA,NA,NA,-0.604359508,-0.516365111,NA,NA,NA,-1.430611014,-1.452492476,NA,NA,NA,-0.604662895,0.414286554,NA,NA,NA,2,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,1,3,NA,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,3,4,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,4,3,NA,NA,NA,2,4,NA,NA,NA
12019,Florida,FL,Clay County,Clay,NA,1223,15565,9.652780082875708,7.8573723097,1,-1.037252545,-0.113175027,NA,NA,NA,0.878917813,0.226581946,NA,NA,NA,-0.224653468,-0.472664922,NA,NA,NA,-1.486725807,-1.381088138,NA,NA,NA,-1.4222157,-1.439960122,NA,NA,NA,-0.177120134,-0.044567984,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,2,3,NA,NA,NA
12021,Florida,FL,Collier County,Collier,NA,1794,25351,10.140573455973044,7.0766439194,1,-1.260462165,-0.404712558,NA,NA,NA,-0.445127398,-1.212866187,NA,NA,NA,0.146563843,-0.036055889,NA,NA,NA,-0.106191926,-0.185714662,NA,NA,NA,-1.447655916,-1.468988776,NA,NA,NA,-0.288045585,-0.779682279,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA
12023,Florida,FL,Columbia County,Columbia,NA,515,5866,8.676928249537397,8.7794067508,2,0.177392617,NA,0.896836877,NA,NA,0.400443435,NA,0.77292335,NA,NA,-0.207545981,NA,-0.344832927,NA,NA,-0.172109425,NA,-0.268131375,NA,NA,-1.414580464,NA,-1.563641906,NA,NA,-0.239044011,NA,0.795912504,NA,NA,2,NA,4,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,4,NA,NA,2,NA,4,NA,NA,2,NA,3,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,2,NA,3,NA,NA,3,NA,5,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,4,NA,5,NA,NA,2,NA,4,NA,NA
12027,Florida,FL,DeSoto County,DeSoto,NA,214,3081,8.033009498596668,6.9457968192,3,1.147868752,NA,NA,1.019027948,NA,0.601840556,NA,NA,0.899152398,NA,-0.216434047,NA,NA,-0.182424873,NA,0.973855734,NA,NA,0.898079634,NA,-1.426579118,NA,NA,-1.615913391,NA,0.030083247,NA,NA,1.125980854,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,5,NA,NA,5,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,4,NA,NA,5,NA,3,NA,NA,5,NA
12029,Florida,FL,Dixie County,Dixie,NA,95,1210,7.098375638590786,7.8512396694,3,1.339669108,NA,NA,0.516060233,NA,0.40435403599999997,NA,NA,0.998224258,NA,-0.948483706,NA,NA,-0.968274236,NA,-0.78334105,NA,NA,-0.8632074,NA,-1.419719577,NA,NA,-1.6027400490000001,NA,-0.969320297,NA,NA,0.4292925,NA,4,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,4,NA,1,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,3,NA,1,NA,NA,2,NA,5,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,5,NA,1,NA,NA,4,NA
12031,Florida,FL,Duval County,Duval,NA,8661,91559,11.424738852206946,9.4594742188,1,-1.281110048,-0.551493526,NA,NA,NA,-0.313825458,-1.384319782,NA,NA,NA,-1.141199946,-1.492411971,NA,NA,NA,-0.872016907,-0.80685395,NA,NA,NA,-1.421792984,-1.438300371,NA,NA,NA,-1.140979171,-0.918221533,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA
12033,Florida,FL,Escambia County,Escambia,NA,2999,28769,10.267053697512587,10.424415169,1,-0.60293442,0.116018184,NA,NA,NA,-0.304690182,-0.981324852,NA,NA,NA,0.725332975,0.587330461,NA,NA,NA,0.508592308,0.421870947,NA,NA,NA,-1.435039997,-1.457602382,NA,NA,NA,0.191010222,-0.332146764,NA,NA,NA,1,2,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,1,NA,NA,NA,3,2,NA,NA,NA
12035,Florida,FL,Flagler County,Flagler,NA,488,6165,8.726643415598444,7.9156528792,1,-0.84419769,0.059176289,NA,NA,NA,0.422083586,-0.044131525,NA,NA,NA,0.596705556,0.419208795,NA,NA,NA,-0.411347419,-0.575880468,NA,NA,NA,-1.427953959,-1.444978356,NA,NA,NA,0.298968464,-0.0364649,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA
12037,Florida,FL,Franklin County,Franklin,NA,68,818,6.706862336602747,8.3129584352,3,0.526106358,NA,NA,0.406418145,NA,-2.169782162,NA,NA,-2.035630465,NA,-0.459464639,NA,NA,-0.453261822,NA,-2.050501585,NA,NA,-1.966211319,NA,-1.433256865,NA,NA,-1.624627829,NA,-2.282725811,NA,NA,-1.061265469,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
12039,Florida,FL,Gadsden County,Gadsden,NA,543,4740,8.463792414689122,11.455696203,1,0.345328152,0.884526432,NA,NA,NA,0.116431721,0.078791969,NA,NA,NA,-1.095448256,-1.43079567,NA,NA,NA,-0.37643078,-0.305519879,NA,NA,NA,-1.41624248,-1.437008619,NA,NA,NA,-0.96989882,0.702442527,NA,NA,NA,3,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,1,4,NA,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,3,5,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,1,4,NA,NA,NA
12041,Florida,FL,Gilchrist County,Gilchrist,NA,99,1341,7.201170883281678,7.3825503356,1,0.970534205,1.778472424,NA,NA,NA,1.342901587,1.324090838,NA,NA,NA,-0.57017576699999994,-0.866929531,NA,NA,NA,0.172409847,0.173085093,NA,NA,NA,-1.417365551,-1.439313412,NA,NA,NA,0.040320758,1.865188599,NA,NA,NA,4,4,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,2,4,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,5,5,NA,NA,NA,3,5,NA,NA,NA
12043,Florida,FL,Glades County,Glades,NA,55,591,6.3818160174060985,9.3062605753,3,1.213491082,NA,NA,0.491861284,NA,1.076189876,NA,NA,1.741041064,NA,-0.674201548,NA,NA,-0.681006074,NA,0.522215903,NA,NA,0.429530084,NA,-1.438569903,NA,NA,-1.622238636,NA,-0.105823927,NA,NA,1.066542387,NA,4,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,5,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,4,NA,NA,3,NA,5,NA,NA,5,NA,3,NA,NA,5,NA
12045,Florida,FL,Gulf County,Gulf,NA,87,922,6.826545223556594,9.4360086768,1,0.708910286,1.643697858,NA,NA,NA,-0.701601386,-0.236130297,NA,NA,NA,-0.976894438,-1.266480565,NA,NA,NA,-1.231109381,-1.343638897,NA,NA,NA,-1.42657876,-1.444883108,NA,NA,NA,-1.607642412,0.736782491,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,4,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,3,NA,NA,NA,4,5,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,NA,NA,1,4,NA,NA,NA
12047,Florida,FL,Hamilton County,Hamilton,NA,118,1203,7.0925737159746784,9.8088113051,3,1.073469877,NA,NA,1.415902019,NA,0.115979664,NA,NA,0.458015472,NA,-0.781164885,NA,NA,-0.82166332,NA,-0.008804852,NA,NA,-0.077478208,NA,-1.418845892,NA,NA,-1.600605369,NA,-0.792096734,NA,NA,0.709984899,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,1,NA,NA,3,NA,5,NA,NA,5,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,1,NA,NA,4,NA
12049,Florida,FL,Hardee County,Hardee,NA,257,3267,8.09162741160107,7.8665442302,3,1.301457167,NA,NA,1.238163471,NA,0.311825007,NA,NA,0.585745692,NA,-0.881740212,NA,NA,-0.920436203,NA,1.144435883,NA,NA,1.172003031,NA,-1.434170723,NA,NA,-1.62052393,NA,-0.47967723,NA,NA,0.83254385,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,1,NA,NA,3,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,4,NA,NA,4,NA,2,NA,NA,4,NA
12051,Florida,FL,Hendry County,Hendry,NA,401,4683,8.451694209183541,8.5628870382,2,1.100804448,NA,1.966092229,NA,NA,0.236288756,NA,0.680129349,NA,NA,-0.614318967,NA,-0.778378487,NA,NA,1.219223499,NA,1.238967299,NA,NA,-1.445484877,NA,-1.588005662,NA,NA,-0.324299186,NA,1.541885257,NA,NA,4,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,4,NA,4,NA,NA,3,NA,4,NA,NA,2,NA,4,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,2,NA,3,NA,NA,1,NA,3,NA,NA,5,NA,5,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,5,NA,5,NA,NA,3,NA,4,NA,NA,2,NA,5,NA,NA
12053,Florida,FL,Hernando County,Hernando,NA,874,10841,9.291090521661292,8.0619869016,1,-0.381796151,0.437925041,NA,NA,NA,0.640550852,-0.022611206,NA,NA,NA,-0.868724346,-1.152071595,NA,NA,NA,-0.345427513,-0.320900738,NA,NA,NA,-1.435536265,-1.458648086,NA,NA,NA,-0.463035285,0.381609738,NA,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,2,4,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,2,4,NA,NA,NA
12055,Florida,FL,Highlands County,Highlands,NA,585,7065,8.862908295118627,8.2802547771,1,0.391135097,1.140385628,NA,NA,NA,-0.121799357,-0.602791488,NA,NA,NA,-0.120788097,-0.326707214,NA,NA,NA,1.042345643,0.875695884,NA,NA,NA,-1.441392541,-1.460741878,NA,NA,NA,-0.186085552,0.588068008,NA,NA,NA,3,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,2,3,NA,NA,NA,3,5,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,3,2,NA,NA,NA,2,4,NA,NA,NA
12057,Florida,FL,Hillsborough County,Hillsborough,NA,10645,118841,11.685541744216334,8.9573463704,1,-1.666114926,-0.968842268,NA,NA,NA,-0.094406143,-1.331127167,NA,NA,NA,-0.65186137,-0.925157487,NA,NA,NA,0.748979628,0.633599043,NA,NA,NA,-1.430141568,-1.451558709,NA,NA,NA,-0.278157413,-0.905698717,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA
